station_id,external_id,external_source,is_managed,station_name,latitude,longitude,city,state,operator_name,connector_types,charger_powers_kw,charger_count,data_quality_score,source_last_verified_at,total_bookings_count,confirmed_bookings_count,cancelled_bookings_count,completed_sessions_count,active_sessions_count,avg_session_duration_minutes,total_energy_consumed_kwh,total_settled_revenue,attribution
275,,MANUAL,True,Tata Power Hub - Jamnagar Main Road #6,22.4469943,70.0898517,Jamnagar,Gujarat,TATA,CCS2;Type2;CHAdeMO,50.00;50.00;7.20;50.00;120.00,5,0,,,,,,,,,,EV-ChargeX Operational
276,,MANUAL,True,Jio-bp Pulse Hub - Jamnagar Main Road #7,22.4926945,70.0720420,Jamnagar,Gujarat,TATA,CHAdeMO;GB/T,50.00;50.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
277,,MANUAL,True,Tata Power Hub - Jamnagar Ring Road #8,22.5001546,70.0903572,Jamnagar,Gujarat,TATA,Type2;GB/T,11.00;7.20;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
278,,MANUAL,True,Tata Power Hub - Jamnagar City Center Road #9,22.4860253,70.0809892,Jamnagar,Gujarat,TATA,CCS2;CHAdeMO,50.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
279,,MANUAL,True,Tata Power Hub - Jamnagar Airport Road #10,22.4618273,70.0399662,Jamnagar,Gujarat,TATA,Type2;GB/T,7.20;50.00;30.00,3,0,,,,,,,,,,EV-ChargeX Operational
280,,MANUAL,True,Adani Gas EV Hub - Junagadh Industrial Area Road #1,21.5394706,70.4457826,Junagadh,Gujarat,Torent,CCS2;CHAdeMO,120.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
281,,MANUAL,True,Jio-bp Pulse Hub - Junagadh Highway 48 Bypass #2,21.5006324,70.4260817,Junagadh,Gujarat,TATA,CHAdeMO;GB/T,50.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
282,,MANUAL,True,Torrent Power Hub - Junagadh Ring Road #3,21.5288474,70.4879332,Junagadh,Gujarat,Torent,Type2;CHAdeMO;GB/T,30.00;50.00;7.20;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
283,,MANUAL,True,Tata Power Hub - Junagadh City Center Road #4,21.5558410,70.4269612,Junagadh,Gujarat,TATA,Type2;CHAdeMO;GB/T,50.00;50.00;30.00;22.00,4,0,,,,,,,,,,EV-ChargeX Operational
284,,MANUAL,True,Tata Power Hub - Junagadh Ring Road #5,21.4964325,70.4670685,Junagadh,Gujarat,TATA,CCS2;GB/T,150.00;60.00;150.00;50.00;120.00,5,0,,,,,,,,,,EV-ChargeX Operational
285,,MANUAL,True,Jio-bp Pulse Hub - Junagadh Industrial Area Road #6,21.5510329,70.4321262,Junagadh,Gujarat,TATA,Type2;CHAdeMO;GB/T,50.00;30.00;50.00;11.00;11.00,5,0,,,,,,,,,,EV-ChargeX Operational
286,,MANUAL,True,Adani Gas EV Hub - Junagadh Market Street #7,21.5432674,70.4558029,Junagadh,Gujarat,Torent,CCS2;GB/T,30.00;150.00,2,0,,,,,,,,,,EV-ChargeX Operational
287,,MANUAL,True,Zeon Charging Hub - Junagadh GIDC Sector 2 #8,21.4984397,70.4748035,Junagadh,Gujarat,TATA,CCS2;Type2,11.00;60.00;60.00;11.00;60.00,5,0,,,,,,,,,,EV-ChargeX Operational
288,,MANUAL,True,Jio-bp Pulse Hub - Junagadh Highway 48 Bypass #9,21.5290227,70.4917757,Junagadh,Gujarat,TATA,Type2;GB/T,50.00;22.00,2,0,,,,,,,,,,EV-ChargeX Operational
289,,MANUAL,True,Zeon Charging Hub - Junagadh VIP Road #10,21.4945145,70.4487559,Junagadh,Gujarat,TATA,CCS2;Type2;CHAdeMO,11.00;120.00;120.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
290,,MANUAL,True,Jio-bp Pulse Hub - Anand Market Street #1,22.5885517,72.9479649,Anand,Gujarat,TATA,CCS2;Type2;CHAdeMO,50.00;60.00;11.00;150.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
291,,MANUAL,True,Torrent Power Hub - Anand Market Street #2,22.5940021,72.8892245,Anand,Gujarat,Torent,CCS2;Type2;CHAdeMO,7.20;150.00;150.00;50.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
292,,MANUAL,True,Zeon Charging Hub - Anand Main Road #3,22.5994528,72.9060890,Anand,Gujarat,TATA,Type2;GB/T,11.00;50.00;22.00,3,0,,,,,,,,,,EV-ChargeX Operational
293,,MANUAL,True,Zeon Charging Hub - Anand Station Road #4,22.5761762,72.9130192,Anand,Gujarat,TATA,CCS2;CHAdeMO,50.00;60.00,2,0,,,,,,,,,,EV-ChargeX Operational
294,,MANUAL,True,Tata Power Hub - Anand Link Road #5,22.5928689,72.9325183,Anand,Gujarat,TATA,CCS2;Type2,11.00;120.00;150.00,3,0,,,,,,,,,,EV-ChargeX Operational
295,,MANUAL,True,Zeon Charging Hub - Anand College Road #6,22.5650582,72.9452546,Anand,Gujarat,TATA,CCS2;CHAdeMO,60.00;120.00;60.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
296,,MANUAL,True,Tata Power Hub - Anand Market Street #7,22.5435122,72.9542093,Anand,Gujarat,TATA,CCS2;CHAdeMO,60.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
297,,MANUAL,True,Zeon Charging Hub - Anand College Road #8,22.5570658,72.8940133,Anand,Gujarat,TATA,Type2;GB/T,7.20;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
298,,MANUAL,True,Adani Gas EV Hub - Anand Industrial Area Road #9,22.5667195,72.9112411,Anand,Gujarat,Torent,CHAdeMO,50.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
299,,MANUAL,True,Adani Gas EV Hub - Anand Main Road #10,22.5443473,72.8925536,Anand,Gujarat,Torent,CCS2;CHAdeMO,50.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
300,,MANUAL,True,Tata Power Hub - Mehsana Station Road #1,23.5601031,72.3348334,Mehsana,Gujarat,TATA,CHAdeMO,50.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
301,,MANUAL,True,Tata Power Hub - Mehsana GIDC Sector 2 #2,23.5890803,72.3583939,Mehsana,Gujarat,TATA,CCS2;GB/T,30.00;60.00,2,0,,,,,,,,,,EV-ChargeX Operational
302,,MANUAL,True,Torrent Power Hub - Mehsana Airport Road #3,23.5888178,72.3667211,Mehsana,Gujarat,Torent,Type2;CHAdeMO,50.00;11.00,2,0,,,,,,,,,,EV-ChargeX Operational
303,,MANUAL,True,Zeon Charging Hub - Mehsana Airport Road #4,23.5858101,72.3841730,Mehsana,Gujarat,TATA,CCS2;Type2,50.00;22.00,2,0,,,,,,,,,,EV-ChargeX Operational
304,,MANUAL,True,Adani Gas EV Hub - Mehsana Industrial Area Road #5,23.5975998,72.3893661,Mehsana,Gujarat,Torent,CHAdeMO;GB/T,50.00;50.00;30.00;30.00,4,0,,,,,,,,,,EV-ChargeX Operational
305,,MANUAL,True,Zeon Charging Hub - Mehsana Ring Road #6,23.6075342,72.3481116,Mehsana,Gujarat,TATA,Type2;CHAdeMO;GB/T,15.00;50.00;22.00;11.00;15.00,5,0,,,,,,,,,,EV-ChargeX Operational
306,,MANUAL,True,Torrent Power Hub - Mehsana Link Road #7,23.5951442,72.3991884,Mehsana,Gujarat,Torent,CCS2;Type2;CHAdeMO;GB/T,7.20;150.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
307,,MANUAL,True,Zeon Charging Hub - Mehsana Industrial Area Road #8,23.5623063,72.4072895,Mehsana,Gujarat,TATA,Type2;GB/T,15.00;22.00;15.00;15.00,4,0,,,,,,,,,,EV-ChargeX Operational
308,,MANUAL,True,Tata Power Hub - Mehsana Ring Road #9,23.5529172,72.3667277,Mehsana,Gujarat,TATA,CHAdeMO;GB/T,50.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
309,,MANUAL,True,Jio-bp Pulse Hub - Mehsana Ring Road #10,23.6124347,72.3458243,Mehsana,Gujarat,TATA,Type2;GB/T,11.00;22.00;11.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
310,,MANUAL,True,Adani Gas EV Hub - Morbi Market Street #1,22.8175285,70.8330578,Morbi,Gujarat,Torent,CCS2;CHAdeMO;GB/T,15.00;50.00;150.00;15.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
311,,MANUAL,True,Tata Power Hub - Morbi Main Road #2,22.8017792,70.8094531,Morbi,Gujarat,TATA,CCS2;Type2;GB/T,50.00;120.00;7.20;15.00;30.00,5,0,,,,,,,,,,EV-ChargeX Operational
312,,MANUAL,True,Torrent Power Hub - Morbi Industrial Area Road #3,22.8364953,70.8448457,Morbi,Gujarat,Torent,Type2;CHAdeMO,11.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
313,,MANUAL,True,Torrent Power Hub - Morbi Airport Road #4,22.8319029,70.8368864,Morbi,Gujarat,Torent,CCS2;Type2;CHAdeMO;GB/T,7.20;50.00;60.00;30.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
314,,MANUAL,True,Tata Power Hub - Morbi Main Road #5,22.8495495,70.8242360,Morbi,Gujarat,TATA,CHAdeMO;GB/T,50.00;15.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
315,,MANUAL,True,Jio-bp Pulse Hub - Morbi Market Street #6,22.7763771,70.8523639,Morbi,Gujarat,TATA,CCS2;GB/T,15.00;150.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
316,,MANUAL,True,Adani Gas EV Hub - Morbi Highway 48 Bypass #7,22.8020006,70.8517709,Morbi,Gujarat,Torent,CCS2;Type2;GB/T,50.00;50.00;22.00;7.20;22.00,5,0,,,,,,,,,,EV-ChargeX Operational
317,,MANUAL,True,Torrent Power Hub - Morbi College Road #8,22.8394268,70.8049806,Morbi,Gujarat,Torent,CCS2;Type2;CHAdeMO,50.00;11.00;11.00;60.00,4,0,,,,,,,,,,EV-ChargeX Operational
318,,MANUAL,True,Torrent Power Hub - Morbi Ring Road #9,22.8181722,70.8478856,Morbi,Gujarat,Torent,Type2;CHAdeMO,50.00;11.00,2,0,,,,,,,,,,EV-ChargeX Operational
319,,MANUAL,True,Jio-bp Pulse Hub - Morbi Market Street #10,22.8095608,70.8402826,Morbi,Gujarat,TATA,CCS2;Type2;CHAdeMO,50.00;60.00;50.00;22.00,4,0,,,,,,,,,,EV-ChargeX Operational
320,,MANUAL,True,Zeon Charging Hub - Bharuch Airport Road #1,21.7082205,73.0002659,Bharuch,Gujarat,TATA,CCS2;Type2;CHAdeMO,150.00;22.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
321,,MANUAL,True,Tata Power Hub - Bharuch Ring Road #2,21.7021967,72.9666724,Bharuch,Gujarat,TATA,CHAdeMO;GB/T,15.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
322,,MANUAL,True,Torrent Power Hub - Bharuch GIDC Sector 2 #3,21.7017698,73.0281725,Bharuch,Gujarat,Torent,CHAdeMO;GB/T,15.00;50.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
323,,MANUAL,True,Tata Power Hub - Bharuch Industrial Area Road #4,21.7007618,73.0325843,Bharuch,Gujarat,TATA,CCS2;CHAdeMO,50.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
324,,MANUAL,True,Tata Power Hub - Bharuch GIDC Sector 2 #5,21.7391608,73.0283711,Bharuch,Gujarat,TATA,CCS2;Type2;CHAdeMO,50.00;7.20;120.00,3,0,,,,,,,,,,EV-ChargeX Operational
325,,MANUAL,True,Torrent Power Hub - Bharuch Industrial Area Road #6,21.7129602,72.9579984,Bharuch,Gujarat,Torent,CCS2;GB/T,50.00;30.00;30.00;120.00,4,0,,,,,,,,,,EV-ChargeX Operational
326,,MANUAL,True,Torrent Power Hub - Bharuch City Center Road #7,21.7367695,73.0353443,Bharuch,Gujarat,Torent,CCS2;Type2,7.20;60.00,2,0,,,,,,,,,,EV-ChargeX Operational
327,,MANUAL,True,Zeon Charging Hub - Bharuch Airport Road #8,21.7438253,72.9727827,Bharuch,Gujarat,TATA,CCS2;Type2;CHAdeMO,120.00;7.20;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
328,,MANUAL,True,Torrent Power Hub - Bharuch GIDC Sector 2 #9,21.7252448,73.0219939,Bharuch,Gujarat,Torent,CCS2;Type2,50.00;11.00;120.00;7.20,4,0,,,,,,,,,,EV-ChargeX Operational
329,,MANUAL,True,Tata Power Hub - Bharuch Main Road #10,21.7403682,72.9699240,Bharuch,Gujarat,TATA,Type2;GB/T,30.00;22.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
330,,MANUAL,True,Torrent Power Hub - Navsari VIP Road #1,20.9333493,72.9529746,Navsari,Gujarat,Torent,Type2;CHAdeMO;GB/T,22.00;50.00;15.00,3,0,,,,,,,,,,EV-ChargeX Operational
331,,MANUAL,True,Adani Gas EV Hub - Navsari VIP Road #2,20.9615918,72.9355192,Navsari,Gujarat,Torent,CCS2;CHAdeMO,120.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
332,,MANUAL,True,Tata Power Hub - Navsari GIDC Sector 2 #3,20.9188851,72.9122345,Navsari,Gujarat,TATA,CCS2;Type2;CHAdeMO;GB/T,60.00;22.00;50.00;50.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
333,,MANUAL,True,Adani Gas EV Hub - Navsari Ring Road #4,20.9614518,72.9263689,Navsari,Gujarat,Torent,CHAdeMO;GB/T,15.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
334,,MANUAL,True,Torrent Power Hub - Navsari Main Road #5,20.9854135,72.9134515,Navsari,Gujarat,Torent,GB/T,15.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
335,,MANUAL,True,Adani Gas EV Hub - Navsari Station Road #6,20.9450281,72.9340878,Navsari,Gujarat,Torent,Type2;GB/T,30.00;22.00;15.00,3,0,,,,,,,,,,EV-ChargeX Operational
336,,MANUAL,True,Jio-bp Pulse Hub - Navsari Station Road #7,20.9272933,72.9570842,Navsari,Gujarat,TATA,CCS2;Type2;CHAdeMO;GB/T,11.00;7.20;60.00;50.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
337,,MANUAL,True,Tata Power Hub - Navsari Link Road #8,20.9351216,72.9702029,Navsari,Gujarat,TATA,CCS2;CHAdeMO;GB/T,50.00;50.00;50.00;30.00,4,0,,,,,,,,,,EV-ChargeX Operational
338,,MANUAL,True,Jio-bp Pulse Hub - Navsari Airport Road #9,20.9079692,72.9631220,Navsari,Gujarat,TATA,CCS2;Type2;CHAdeMO,150.00;22.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
339,,MANUAL,True,Adani Gas EV Hub - Navsari Station Road #10,20.9290152,72.9718299,Navsari,Gujarat,Torent,CCS2;CHAdeMO,120.00;50.00;50.00;120.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
340,,MANUAL,True,Tata Power Hub - Valsad Ring Road #1,20.5729080,72.9106388,Valsad,Gujarat,TATA,Type2;CHAdeMO;GB/T,7.20;15.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
341,,MANUAL,True,Jio-bp Pulse Hub - Valsad Main Road #2,20.6374402,72.9728491,Valsad,Gujarat,TATA,GB/T,30.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
342,,MANUAL,True,Zeon Charging Hub - Valsad City Center Road #3,20.6060442,72.8979558,Valsad,Gujarat,TATA,CCS2;Type2;GB/T,7.20;22.00;15.00;150.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
343,,MANUAL,True,Adani Gas EV Hub - Valsad VIP Road #4,20.6349641,72.9739883,Valsad,Gujarat,Torent,CCS2;CHAdeMO,50.00;50.00;50.00;120.00,4,0,,,,,,,,,,EV-ChargeX Operational
344,,MANUAL,True,Torrent Power Hub - Valsad College Road #5,20.6101479,72.9033793,Valsad,Gujarat,Torent,Type2;GB/T,7.20;15.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
345,,MANUAL,True,Zeon Charging Hub - Valsad Airport Road #6,20.6315415,72.9684112,Valsad,Gujarat,TATA,CHAdeMO;GB/T,50.00;30.00;50.00;30.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
346,,MANUAL,True,Jio-bp Pulse Hub - Valsad Ring Road #7,20.6157844,72.9707098,Valsad,Gujarat,TATA,CHAdeMO,50.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
347,,MANUAL,True,Tata Power Hub - Valsad Main Road #8,20.5965337,72.9077617,Valsad,Gujarat,TATA,Type2;GB/T,7.20;30.00;50.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
348,,MANUAL,True,Zeon Charging Hub - Valsad Industrial Area Road #9,20.5677309,72.9350923,Valsad,Gujarat,TATA,Type2;CHAdeMO;GB/T,50.00;11.00;30.00,3,0,,,,,,,,,,EV-ChargeX Operational
349,,MANUAL,True,Adani Gas EV Hub - Valsad VIP Road #10,20.5701175,72.9608985,Valsad,Gujarat,Torent,Type2;GB/T,7.20;30.00;7.20;15.00;15.00,5,0,,,,,,,,,,EV-ChargeX Operational
350,,MANUAL,True,Zeon Charging Hub - Vapi GIDC Sector 2 #1,20.3663940,72.8997869,Vapi,Gujarat,TATA,CCS2;Type2,11.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
351,,MANUAL,True,Torrent Power Hub - Vapi Link Road #2,20.3620011,72.9405468,Vapi,Gujarat,Torent,CCS2;Type2,150.00;11.00,2,0,,,,,,,,,,EV-ChargeX Operational
352,,MANUAL,True,Tata Power Hub - Vapi Main Road #3,20.3530530,72.8687068,Vapi,Gujarat,TATA,CCS2;Type2;CHAdeMO;GB/T,7.20;30.00;50.00;50.00;150.00,5,0,,,,,,,,,,EV-ChargeX Operational
353,,MANUAL,True,Zeon Charging Hub - Vapi City Center Road #4,20.3404360,72.8928410,Vapi,Gujarat,TATA,CCS2;CHAdeMO,60.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
354,,MANUAL,True,Adani Gas EV Hub - Vapi Main Road #5,20.3814195,72.8989069,Vapi,Gujarat,Torent,CCS2;GB/T,60.00;30.00;60.00,3,0,,,,,,,,,,EV-ChargeX Operational
355,,MANUAL,True,Zeon Charging Hub - Vapi Station Road #6,20.3781978,72.9204423,Vapi,Gujarat,TATA,CCS2;Type2;CHAdeMO,7.20;50.00;50.00;50.00;22.00,5,0,,,,,,,,,,EV-ChargeX Operational
356,,MANUAL,True,Zeon Charging Hub - Vapi Airport Road #7,20.3441219,72.8860257,Vapi,Gujarat,TATA,CCS2;CHAdeMO,150.00;50.00,2,0,,,,,,,,,,EV-ChargeX Operational
357,,MANUAL,True,Jio-bp Pulse Hub - Vapi GIDC Sector 2 #8,20.3516412,72.8686375,Vapi,Gujarat,TATA,CCS2;CHAdeMO,50.00;50.00;50.00,3,0,,,,,,,,,,EV-ChargeX Operational
358,,MANUAL,True,Tata Power Hub - Vapi VIP Road #9,20.4091487,72.8861840,Vapi,Gujarat,TATA,CHAdeMO;GB/T,50.00;50.00;30.00,3,0,,,,,,,,,,EV-ChargeX Operational
359,,MANUAL,True,Zeon Charging Hub - Vapi Airport Road #10,20.3332542,72.8918072,Vapi,Gujarat,TATA,CHAdeMO;GB/T,30.00;50.00;15.00,3,0,,,,,,,,,,EV-ChargeX Operational
360,,MANUAL,True,Tata Power Hub - Bhuj Highway 48 Bypass #1,23.2528782,69.6592261,Bhuj,Gujarat,TATA,CCS2;Type2;CHAdeMO,50.00;7.20;60.00;50.00;50.00,5,0,,,,,,,,,,EV-ChargeX Operational
361,,MANUAL,True,Jio-bp Pulse Hub - Bhuj Industrial Area Road #2,23.2527655,69.6945985,Bhuj,Gujarat,TATA,CCS2;CHAdeMO;GB/T,30.00;120.00;30.00;50.00,4,0,,,,,,,,,,EV-ChargeX Operational
362,200101,OPEN_CHARGE_MAP,False,Tata Power Charging Station - SG Highway Hub,23.0275000,72.5083000,Ahmedabad,Gujarat,Tata Power EZ Charge,CCS2;Type2,60.00;22.00,2,100,2026-06-15T10:00:00+00:00,,,,,,,,,Source: Open Charge Map
363,200102,OPEN_CHARGE_MAP,False,Zeon Charging Station - Ring Road Plaza,21.1959000,72.8302000,Surat,Gujarat,Zeon Charging,CCS2;CHAdeMO,120.00;50.00,2,100,2026-07-01T14:30:00+00:00,,,,,,,,,Source: Open Charge Map
364,200103,OPEN_CHARGE_MAP,False,Jio-bp pulse EV Charge Zone - Alkapuri,22.3106000,73.1704000,Vadodara,Gujarat,Jio-bp pulse,CCS2;GB/T,60.00;30.00,2,100,2026-05-20T08:15:00+00:00,,,,,,,,,Source: Open Charge Map
365,200104,OPEN_CHARGE_MAP,False,Statiq EV Charging Hub - Kalawad Road,22.2854000,70.7745000,Rajkot,Gujarat,Statiq EV Charging,CCS2;UNKNOWN,60.00;10.00,2,100,2026-06-28T11:45:00+00:00,,,,,,,,,Source: Open Charge Map
366,200105,OPEN_CHARGE_MAP,False,Adani Total Energies EV Hub - Infocity,23.1950000,72.6280000,Gandhinagar,Gujarat,Adani Total Gas,CCS2;Type2,120.00;22.00,2,100,2026-07-10T09:00:00+00:00,,,,,,,,,Source: Open Charge Map
